id,site,site.code,refugia,longitude,latitude,sampling.status,area
otpo_r_3213,otter_point,otpo,yes,-68.19006932,44.31298478,survey,1
otpo_r_3214,otter_point,otpo,yes,-68.19006932,44.31285623,survey,1
otpo_r_3215,otter_point,otpo,yes,-68.19006932,44.31272767,survey,1
otpo_r_3216,otter_point,otpo,yes,-68.19006932,44.31259912,survey,1
otpo_r_3217,otter_point,otpo,yes,-68.19006932,44.31247056,survey,1
otpo_r_3218,otter_point,otpo,yes,-68.19006932,44.312342,survey,1
otpo_r_3291,otter_point,otpo,yes,-68.18988966,44.31272767,survey,1
otpo_r_3295,otter_point,otpo,yes,-68.18988966,44.31221345,survey,1
otpo_r_3371,otter_point,otpo,yes,-68.18971,44.31221345,survey,1
otpo_r_3408,otter_point,otpo,yes,-68.18971,44.30745665,survey,4
otpo_r_3448,otter_point,otpo,yes,-68.18953033,44.31208489,survey,1
otpo_r_3449,otter_point,otpo,yes,-68.18953033,44.31195633,survey,1
otpo_r_3450,otter_point,otpo,yes,-68.18953033,44.31182778,survey,1
otpo_r_3451,otter_point,otpo,yes,-68.18953033,44.31169922,survey,1
otpo_r_3452,otter_point,otpo,yes,-68.18953033,44.31157066,survey,2
otpo_r_3453,otter_point,otpo,yes,-68.18953033,44.3114421,survey,2
otpo_r_3454,otter_point,otpo,yes,-68.18953033,44.31131354,survey,2
otpo_r_3455,otter_point,otpo,yes,-68.18953033,44.31118498,survey,2
otpo_r_3465,otter_point,otpo,yes,-68.18953033,44.30989938,survey,3
otpo_r_3466,otter_point,otpo,yes,-68.18953033,44.30977082,survey,3
otpo_r_3467,otter_point,otpo,yes,-68.18953033,44.30964225,survey,3
otpo_r_3468,otter_point,otpo,yes,-68.18953033,44.30951369,survey,3
otpo_r_3469,otter_point,otpo,yes,-68.18953033,44.30938513,survey,3
otpo_r_3483,otter_point,otpo,yes,-68.18953033,44.30758522,survey,4
otpo_r_3484,otter_point,otpo,yes,-68.18953033,44.30745665,survey,4
otpo_r_3525,otter_point,otpo,yes,-68.18935067,44.31195633,survey,1
otpo_r_3526,otter_point,otpo,yes,-68.18935067,44.31182778,survey,1
otpo_r_3527,otter_point,otpo,yes,-68.18935067,44.31169922,survey,1
otpo_r_3528,otter_point,otpo,yes,-68.18935067,44.31157066,survey,2
otpo_r_3529,otter_point,otpo,yes,-68.18935067,44.3114421,survey,2
otpo_r_3530,otter_point,otpo,yes,-68.18935067,44.31131354,survey,2
otpo_r_3531,otter_point,otpo,yes,-68.18935067,44.31118498,survey,2
otpo_r_3532,otter_point,otpo,yes,-68.18935067,44.31105642,survey,2
otpo_r_3537,otter_point,otpo,yes,-68.18935067,44.31041362,survey,2
otpo_r_3538,otter_point,otpo,yes,-68.18935067,44.31028506,survey,2
otpo_r_3539,otter_point,otpo,yes,-68.18935067,44.3101565,survey,2
otpo_r_3540,otter_point,otpo,yes,-68.18935067,44.31002794,survey,2
otpo_r_3541,otter_point,otpo,yes,-68.18935067,44.30989938,survey,3
otpo_r_3542,otter_point,otpo,yes,-68.18935067,44.30977082,survey,3
otpo_r_3543,otter_point,otpo,yes,-68.18935067,44.30964225,survey,3
otpo_r_3544,otter_point,otpo,yes,-68.18935067,44.30951369,survey,3
otpo_r_3545,otter_point,otpo,yes,-68.18935067,44.30938513,survey,3
otpo_r_3546,otter_point,otpo,yes,-68.18935067,44.30925657,survey,3
otpo_r_3557,otter_point,otpo,yes,-68.18935067,44.30784235,survey,4
otpo_r_3558,otter_point,otpo,yes,-68.18935067,44.30771379,survey,4
otpo_r_3603,otter_point,otpo,yes,-68.18917101,44.31169922,survey,2
otpo_r_3606,otter_point,otpo,yes,-68.18917101,44.31131354,survey,2
otpo_r_3607,otter_point,otpo,yes,-68.18917101,44.31118498,survey,2
otpo_r_3608,otter_point,otpo,yes,-68.18917101,44.31105642,survey,2
otpo_r_3613,otter_point,otpo,yes,-68.18917101,44.31041362,survey,2
otpo_r_3614,otter_point,otpo,yes,-68.18917101,44.31028506,survey,2
otpo_r_3615,otter_point,otpo,yes,-68.18917101,44.3101565,survey,2
otpo_r_3616,otter_point,otpo,yes,-68.18917101,44.31002794,survey,2
otpo_r_3617,otter_point,otpo,yes,-68.18917101,44.30989938,survey,3
otpo_r_3618,otter_point,otpo,yes,-68.18917101,44.30977082,survey,3
otpo_r_3619,otter_point,otpo,yes,-68.18917101,44.30964225,survey,3
otpo_r_3620,otter_point,otpo,yes,-68.18917101,44.30951369,survey,3
otpo_r_3621,otter_point,otpo,yes,-68.18917101,44.30938513,survey,3
otpo_r_3622,otter_point,otpo,yes,-68.18917101,44.30925657,survey,3
otpo_r_3623,otter_point,otpo,yes,-68.18917101,44.309128,survey,3
otpo_r_3627,otter_point,otpo,yes,-68.18917101,44.30861375,survey,4
otpo_r_3628,otter_point,otpo,yes,-68.18917101,44.30848518,survey,4
otpo_r_3629,otter_point,otpo,yes,-68.18917101,44.30835662,survey,4
otpo_r_3630,otter_point,otpo,yes,-68.18917101,44.30822805,survey,4
otpo_r_3631,otter_point,otpo,yes,-68.18917101,44.30809949,survey,4
otpo_r_3632,otter_point,otpo,yes,-68.18917101,44.30797092,survey,4
otpo_r_3633,otter_point,otpo,yes,-68.18917101,44.30784235,survey,4
otpo_r_3683,otter_point,otpo,yes,-68.18899135,44.31118498,survey,2
otpo_r_3684,otter_point,otpo,yes,-68.18899135,44.31105642,survey,2
otpo_r_3692,otter_point,otpo,yes,-68.18899135,44.31002794,survey,2
otpo_r_3693,otter_point,otpo,yes,-68.18899135,44.30989938,survey,3
otpo_r_3694,otter_point,otpo,yes,-68.18899135,44.30977082,survey,3
otpo_r_3695,otter_point,otpo,yes,-68.18899135,44.30964225,survey,3
otpo_r_3699,otter_point,otpo,yes,-68.18899135,44.309128,survey,3
otpo_r_3700,otter_point,otpo,yes,-68.18899135,44.30899944,survey,3
otpo_r_3701,otter_point,otpo,yes,-68.18899135,44.30887087,survey,3
otpo_r_3702,otter_point,otpo,yes,-68.18899135,44.30874231,survey,4
otpo_r_3703,otter_point,otpo,yes,-68.18899135,44.30861375,survey,4
otpo_r_3704,otter_point,otpo,yes,-68.18899135,44.30848518,survey,4
otpo_r_3705,otter_point,otpo,yes,-68.18899135,44.30835662,survey,4
otpo_r_3706,otter_point,otpo,yes,-68.18899135,44.30822805,survey,4
otpo_r_3707,otter_point,otpo,yes,-68.18899135,44.30809949,survey,4
otpo_r_3708,otter_point,otpo,yes,-68.18899135,44.30797092,survey,4
otpo_r_3777,otter_point,otpo,yes,-68.18881168,44.30887087,survey,4
otpo_r_3778,otter_point,otpo,yes,-68.18881168,44.30874231,survey,4
otpo_r_3779,otter_point,otpo,yes,-68.18881168,44.30861375,survey,4
otpo_r_3780,otter_point,otpo,yes,-68.18881168,44.30848518,survey,4
otpo_r_3781,otter_point,otpo,yes,-68.18881168,44.30835662,survey,4
pemo_nr_599,penobscot_mountain,pemo,no,-68.27279502,44.33542046,survey,2
pemo_nr_600,penobscot_mountain,pemo,no,-68.27279502,44.33529196,survey,2
pemo_nr_655,penobscot_mountain,pemo,no,-68.27261536,44.33567748,survey,2
pemo_nr_656,penobscot_mountain,pemo,no,-68.27261536,44.33554897,survey,2
pemo_nr_657,penobscot_mountain,pemo,no,-68.27261536,44.33542046,survey,2
pemo_nr_711,penobscot_mountain,pemo,no,-68.27243569,44.33593449,survey,2
pemo_nr_712,penobscot_mountain,pemo,no,-68.27243569,44.33580598,survey,2
pemo_nr_713,penobscot_mountain,pemo,no,-68.27243569,44.33567748,survey,2
pemo_nr_714,penobscot_mountain,pemo,no,-68.27243569,44.33554897,survey,2
pemo_nr_762,penobscot_mountain,pemo,no,-68.27225603,44.33683401,backup,1
pemo_nr_763,penobscot_mountain,pemo,no,-68.27225603,44.33670551,survey,1
pemo_nr_764,penobscot_mountain,pemo,no,-68.27225603,44.33657701,backup,2
pemo_nr_765,penobscot_mountain,pemo,no,-68.27225603,44.3364485,backup,2
pemo_nr_766,penobscot_mountain,pemo,no,-68.27225603,44.33632,backup,2
pemo_nr_769,penobscot_mountain,pemo,no,-68.27225603,44.33593449,survey,2
pemo_nr_770,penobscot_mountain,pemo,no,-68.27225603,44.33580598,survey,2
pemo_nr_820,penobscot_mountain,pemo,no,-68.27207637,44.33683401,survey,1
pemo_nr_821,penobscot_mountain,pemo,no,-68.27207637,44.33670551,survey,1
pemo_nr_822,penobscot_mountain,pemo,no,-68.27207637,44.33657701,survey,2
pemo_nr_823,penobscot_mountain,pemo,no,-68.27207637,44.3364485,survey,2
pemo_nr_824,penobscot_mountain,pemo,no,-68.27207637,44.33632,survey,2
pemo_nr_825,penobscot_mountain,pemo,no,-68.27207637,44.3361915,survey,2
pemo_nr_826,penobscot_mountain,pemo,no,-68.27207637,44.33606299,survey,2
pemo_nr_827,penobscot_mountain,pemo,no,-68.27207637,44.33593449,survey,2
pemo_nr_828,penobscot_mountain,pemo,no,-68.27207637,44.33580598,survey,2
pemo_nr_878,penobscot_mountain,pemo,no,-68.27189671,44.33683401,survey,1
pemo_nr_879,penobscot_mountain,pemo,no,-68.27189671,44.33670551,survey,1
pemo_nr_880,penobscot_mountain,pemo,no,-68.27189671,44.33657701,survey,2
pemo_nr_881,penobscot_mountain,pemo,no,-68.27189671,44.3364485,survey,2
pemo_nr_882,penobscot_mountain,pemo,no,-68.27189671,44.33632,survey,2
pemo_nr_883,penobscot_mountain,pemo,no,-68.27189671,44.3361915,survey,2
pemo_nr_884,penobscot_mountain,pemo,no,-68.27189671,44.33606299,survey,2
pemo_nr_936,penobscot_mountain,pemo,no,-68.27171704,44.33683401,survey,1
pemo_nr_937,penobscot_mountain,pemo,no,-68.27171704,44.33670551,survey,1
pemo_nr_938,penobscot_mountain,pemo,no,-68.27171704,44.33657701,survey,1
pemo_nr_939,penobscot_mountain,pemo,no,-68.27171704,44.3364485,survey,2
pemo_nr_940,penobscot_mountain,pemo,no,-68.27171704,44.33632,survey,2
pemo_nr_992,penobscot_mountain,pemo,no,-68.27153738,44.33709102,backup,1
pemo_nr_993,penobscot_mountain,pemo,no,-68.27153738,44.33696252,survey,1
pemo_nr_994,penobscot_mountain,pemo,no,-68.27153738,44.33683401,survey,1
pemo_nr_995,penobscot_mountain,pemo,no,-68.27153738,44.33670551,survey,1
pemo_nr_996,penobscot_mountain,pemo,no,-68.27153738,44.33657701,survey,1
pemo_nr_997,penobscot_mountain,pemo,no,-68.27153738,44.3364485,backup,2
pemo_nr_998,penobscot_mountain,pemo,no,-68.27153738,44.33632,backup,2
pemo_nr_1007,penobscot_mountain,pemo,no,-68.27153738,44.33516345,backup,3
pemo_nr_1008,penobscot_mountain,pemo,no,-68.27153738,44.33503495,backup,3
pemo_nr_1050,penobscot_mountain,pemo,no,-68.27135772,44.33709102,backup,1
pemo_nr_1051,penobscot_mountain,pemo,no,-68.27135772,44.33696252,survey,1
pemo_nr_1052,penobscot_mountain,pemo,no,-68.27135772,44.33683401,survey,1
pemo_nr_1053,penobscot_mountain,pemo,no,-68.27135772,44.33670551,survey,1
pemo_nr_1054,penobscot_mountain,pemo,no,-68.27135772,44.33657701,survey,1
pemo_nr_1064,penobscot_mountain,pemo,no,-68.27135772,44.33529196,survey,3
pemo_nr_1065,penobscot_mountain,pemo,no,-68.27135772,44.33516345,survey,3
pemo_nr_1066,penobscot_mountain,pemo,no,-68.27135772,44.33503495,survey,3
pemo_nr_1067,penobscot_mountain,pemo,no,-68.27135772,44.33490644,survey,3
pemo_nr_1068,penobscot_mountain,pemo,no,-68.27135772,44.33477793,survey,3
pemo_nr_1069,penobscot_mountain,pemo,no,-68.27135772,44.33464942,survey,3
pemo_nr_1070,penobscot_mountain,pemo,no,-68.27135772,44.33452092,survey,3
pemo_nr_1071,penobscot_mountain,pemo,no,-68.27135772,44.33439241,survey,3
pemo_nr_1108,penobscot_mountain,pemo,no,-68.27117805,44.33709102,backup,1
pemo_nr_1109,penobscot_mountain,pemo,no,-68.27117805,44.33696252,survey,1
pemo_nr_1110,penobscot_mountain,pemo,no,-68.27117805,44.33683401,survey,1
pemo_nr_1111,penobscot_mountain,pemo,no,-68.27117805,44.33670551,survey,1
pemo_nr_1112,penobscot_mountain,pemo,no,-68.27117805,44.33657701,survey,1
pemo_nr_1122,penobscot_mountain,pemo,no,-68.27117805,44.33529196,survey,3
pemo_nr_1123,penobscot_mountain,pemo,no,-68.27117805,44.33516345,survey,3
pemo_nr_1124,penobscot_mountain,pemo,no,-68.27117805,44.33503495,survey,3
pemo_nr_1125,penobscot_mountain,pemo,no,-68.27117805,44.33490644,survey,3
pemo_nr_1126,penobscot_mountain,pemo,no,-68.27117805,44.33477793,survey,3
pemo_nr_1127,penobscot_mountain,pemo,no,-68.27117805,44.33464942,survey,3
pemo_nr_1128,penobscot_mountain,pemo,no,-68.27117805,44.33452092,survey,3
pemo_nr_1129,penobscot_mountain,pemo,no,-68.27117805,44.33439241,survey,3
pemo_nr_1166,penobscot_mountain,pemo,no,-68.27099839,44.33709102,backup,1
pemo_nr_1167,penobscot_mountain,pemo,no,-68.27099839,44.33696252,survey,1
pemo_nr_1168,penobscot_mountain,pemo,no,-68.27099839,44.33683401,survey,1
pemo_nr_1169,penobscot_mountain,pemo,no,-68.27099839,44.33670551,survey,1
pemo_nr_1170,penobscot_mountain,pemo,no,-68.27099839,44.33657701,survey,1
pemo_nr_1171,penobscot_mountain,pemo,no,-68.27099839,44.3364485,survey,1
pemo_nr_1179,penobscot_mountain,pemo,no,-68.27099839,44.33542046,survey,3
pemo_nr_1180,penobscot_mountain,pemo,no,-68.27099839,44.33529196,survey,3
pemo_nr_1181,penobscot_mountain,pemo,no,-68.27099839,44.33516345,survey,3
pemo_nr_1182,penobscot_mountain,pemo,no,-68.27099839,44.33503495,survey,3
pemo_nr_1183,penobscot_mountain,pemo,no,-68.27099839,44.33490644,survey,3
pemo_nr_1184,penobscot_mountain,pemo,no,-68.27099839,44.33477793,survey,3
pemo_nr_1185,penobscot_mountain,pemo,no,-68.27099839,44.33464942,survey,3
pemo_nr_1186,penobscot_mountain,pemo,no,-68.27099839,44.33452092,survey,3
pemo_nr_1187,penobscot_mountain,pemo,no,-68.27099839,44.33439241,survey,3
pemo_nr_1237,penobscot_mountain,pemo,no,-68.27081873,44.33542046,backup,3
pemo_nr_1238,penobscot_mountain,pemo,no,-68.27081873,44.33529196,backup,3
pemo_nr_1239,penobscot_mountain,pemo,no,-68.27081873,44.33516345,backup,3
pemo_nr_2527,penobscot_mountain,pemo,no,-68.26686614,44.33362135,backup,4
pemo_nr_2528,penobscot_mountain,pemo,no,-68.26686614,44.33349284,survey,4
pemo_nr_2529,penobscot_mountain,pemo,no,-68.26686614,44.33336433,survey,4
pemo_nr_2530,penobscot_mountain,pemo,no,-68.26686614,44.33323582,survey,4
pemo_nr_2531,penobscot_mountain,pemo,no,-68.26686614,44.33310731,survey,4
pemo_nr_2532,penobscot_mountain,pemo,no,-68.26686614,44.3329788,survey,4
pemo_nr_2533,penobscot_mountain,pemo,no,-68.26686614,44.33285029,survey,4
pemo_nr_2534,penobscot_mountain,pemo,no,-68.26686614,44.33272178,backup,4
pemo_nr_2585,penobscot_mountain,pemo,no,-68.26668648,44.33362135,backup,4
pemo_nr_2586,penobscot_mountain,pemo,no,-68.26668648,44.33349284,survey,4
pemo_nr_2587,penobscot_mountain,pemo,no,-68.26668648,44.33336433,survey,4
pemo_nr_2588,penobscot_mountain,pemo,no,-68.26668648,44.33323582,survey,4
pemo_nr_2589,penobscot_mountain,pemo,no,-68.26668648,44.33310731,survey,4
pemo_nr_2590,penobscot_mountain,pemo,no,-68.26668648,44.3329788,survey,4
pemo_nr_2591,penobscot_mountain,pemo,no,-68.26668648,44.33285029,survey,4
pemo_nr_2592,penobscot_mountain,pemo,no,-68.26668648,44.33272178,survey,4
pemo_nr_2643,penobscot_mountain,pemo,no,-68.26650681,44.33362135,backup,4
pemo_nr_2644,penobscot_mountain,pemo,no,-68.26650681,44.33349284,survey,4
pemo_nr_2645,penobscot_mountain,pemo,no,-68.26650681,44.33336433,survey,4
pemo_nr_2646,penobscot_mountain,pemo,no,-68.26650681,44.33323582,survey,4
pemo_nr_2647,penobscot_mountain,pemo,no,-68.26650681,44.33310731,survey,4
pemo_nr_2648,penobscot_mountain,pemo,no,-68.26650681,44.3329788,survey,4
pemo_nr_2649,penobscot_mountain,pemo,no,-68.26650681,44.33285029,survey,4
pemo_nr_2650,penobscot_mountain,pemo,no,-68.26650681,44.33272178,survey,4
pemo_nr_2703,penobscot_mountain,pemo,no,-68.26632715,44.33336433,survey,4
pemo_nr_2704,penobscot_mountain,pemo,no,-68.26632715,44.33323582,survey,4
pemo_nr_2705,penobscot_mountain,pemo,no,-68.26632715,44.33310731,survey,4
pemo_nr_2706,penobscot_mountain,pemo,no,-68.26632715,44.3329788,survey,4
pemo_nr_2707,penobscot_mountain,pemo,no,-68.26632715,44.33285029,survey,4
pemo_nr_2708,penobscot_mountain,pemo,no,-68.26632715,44.33272178,backup,4
sche_r_15,schoodic_head,sche,yes,-68.05447949,44.35011587,survey,2
sche_r_16,schoodic_head,sche,yes,-68.05447949,44.3499874,survey,2
sche_r_46,schoodic_head,sche,yes,-68.05429983,44.35011587,survey,2
sche_r_47,schoodic_head,sche,yes,-68.05429983,44.3499874,survey,2
sche_r_77,schoodic_head,sche,yes,-68.05412016,44.35011587,survey,2
sche_r_78,schoodic_head,sche,yes,-68.05412016,44.3499874,survey,2
sche_r_108,schoodic_head,sche,yes,-68.0539405,44.35011587,survey,2
sche_r_109,schoodic_head,sche,yes,-68.0539405,44.3499874,survey,2
sche_r_140,schoodic_head,sche,yes,-68.05376084,44.3499874,survey,2
sche_r_141,schoodic_head,sche,yes,-68.05376084,44.34985893,survey,2
sche_r_148,schoodic_head,sche,yes,-68.05376084,44.3489596,survey,4
sche_r_149,schoodic_head,sche,yes,-68.05376084,44.34883112,survey,4
sche_r_153,schoodic_head,sche,yes,-68.05376084,44.34831721,backup,4
sche_r_155,schoodic_head,sche,yes,-68.05376084,44.34806026,backup,4
sche_r_172,schoodic_head,sche,yes,-68.05358118,44.34985893,survey,2
sche_r_178,schoodic_head,sche,yes,-68.05358118,44.34908808,survey,4
sche_r_179,schoodic_head,sche,yes,-68.05358118,44.3489596,survey,4
sche_r_180,schoodic_head,sche,yes,-68.05358118,44.34883112,survey,4
sche_r_181,schoodic_head,sche,yes,-68.05358118,44.34870265,survey,4
sche_r_182,schoodic_head,sche,yes,-68.05358118,44.34857417,survey,4
sche_r_183,schoodic_head,sche,yes,-68.05358118,44.34844569,survey,4
sche_r_184,schoodic_head,sche,yes,-68.05358118,44.34831721,survey,4
sche_r_185,schoodic_head,sche,yes,-68.05358118,44.34818874,survey,4
sche_r_186,schoodic_head,sche,yes,-68.05358118,44.34806026,survey,4
sche_r_203,schoodic_head,sche,yes,-68.05340151,44.34985893,survey,2
sche_r_208,schoodic_head,sche,yes,-68.05340151,44.34921655,survey,4
sche_r_209,schoodic_head,sche,yes,-68.05340151,44.34908808,survey,4
sche_r_210,schoodic_head,sche,yes,-68.05340151,44.3489596,survey,4
sche_r_211,schoodic_head,sche,yes,-68.05340151,44.34883112,survey,4
sche_r_212,schoodic_head,sche,yes,-68.05340151,44.34870265,survey,4
sche_r_213,schoodic_head,sche,yes,-68.05340151,44.34857417,survey,4
sche_r_214,schoodic_head,sche,yes,-68.05340151,44.34844569,survey,4
sche_r_215,schoodic_head,sche,yes,-68.05340151,44.34831721,survey,4
sche_r_217,schoodic_head,sche,yes,-68.05340151,44.34806026,survey,4
sche_r_240,schoodic_head,sche,yes,-68.05322185,44.34908808,survey,4
sche_r_242,schoodic_head,sche,yes,-68.05322185,44.34883112,survey,4
sche_r_243,schoodic_head,sche,yes,-68.05322185,44.34870265,survey,4
sche_r_244,schoodic_head,sche,yes,-68.05322185,44.34857417,survey,4
sche_r_246,schoodic_head,sche,yes,-68.05322185,44.34831721,survey,4
sche_r_253,schoodic_head,sche,yes,-68.05304219,44.3514006,survey,1
sche_r_254,schoodic_head,sche,yes,-68.05304219,44.35127213,survey,1
sche_r_255,schoodic_head,sche,yes,-68.05304219,44.35114366,survey,1
sche_r_256,schoodic_head,sche,yes,-68.05304219,44.35101518,survey,1
sche_r_257,schoodic_head,sche,yes,-68.05304219,44.35088671,survey,1
sche_r_258,schoodic_head,sche,yes,-68.05304219,44.35075824,survey,1
sche_r_259,schoodic_head,sche,yes,-68.05304219,44.35062977,survey,1
sche_r_260,schoodic_head,sche,yes,-68.05304219,44.35050129,survey,1
sche_r_261,schoodic_head,sche,yes,-68.05304219,44.35037282,survey,2
sche_r_262,schoodic_head,sche,yes,-68.05304219,44.35024435,backup,2
sche_r_263,schoodic_head,sche,yes,-68.05304219,44.35011587,backup,2
sche_r_264,schoodic_head,sche,yes,-68.05304219,44.3499874,survey,2
sche_r_265,schoodic_head,sche,yes,-68.05304219,44.34985893,survey,2
sche_r_284,schoodic_head,sche,yes,-68.05286252,44.3514006,survey,1
sche_r_285,schoodic_head,sche,yes,-68.05286252,44.35127213,survey,1
sche_r_286,schoodic_head,sche,yes,-68.05286252,44.35114366,survey,1
sche_r_287,schoodic_head,sche,yes,-68.05286252,44.35101518,survey,1
sche_r_288,schoodic_head,sche,yes,-68.05286252,44.35088671,survey,1
sche_r_289,schoodic_head,sche,yes,-68.05286252,44.35075824,survey,1
sche_r_290,schoodic_head,sche,yes,-68.05286252,44.35062977,survey,1
sche_r_291,schoodic_head,sche,yes,-68.05286252,44.35050129,survey,1
sche_r_292,schoodic_head,sche,yes,-68.05286252,44.35037282,survey,2
sche_r_293,schoodic_head,sche,yes,-68.05286252,44.35024435,survey,2
sche_r_294,schoodic_head,sche,yes,-68.05286252,44.35011587,survey,2
sche_r_295,schoodic_head,sche,yes,-68.05286252,44.3499874,survey,2
sche_r_296,schoodic_head,sche,yes,-68.05286252,44.34985893,survey,2
sche_r_297,schoodic_head,sche,yes,-68.05286252,44.34973045,survey,2
sche_r_318,schoodic_head,sche,yes,-68.05268286,44.35101518,backup,1
